"","Tumor_Sample","Healthy_Sample"
"NISCH",955.0843,2979.3191
"NIT1",481.2924,469.3032
"NIT2",781.7666,507.7951
"NKAIN1",14.0257,6.6815
"NKAIN2",10.3523,11.454
"NKAIN3",0,0
"NKAIN4",7.6807,6.0452
"NKAPL",6.011,40.7254
"NKAP",440.4742,400.5727
"NKD1",173.6517,22.908
"NKD2",137.5856,85.2689
"NKG7",29.3872,76.9965
"NKIRAS1",196.6939,265.0334
"NKIRAS2",883.62,762.329
"NKPD1",18.0331,41.9981
"NKRF",440.1403,373.2103
"NKTR",1342.1272,2737.5119
"NKX1-2",8.0147,0.3182
"NKX2-1",3.0055,26.7261
"NKX2-2",0,0.3182
"NKX2-3",13.3578,0
"NKX2-4",0,0
"NKX2-5",64.4515,8.2724
"NKX2-6",0,0
"NKX2-8",5.3431,8.5905
"NKX3-1",39.4056,207.1269
"NKX3-2",34.3964,5.0907
"NKX6-1",67.457,3.818
"NKX6-2",0.3339,0
"NKX6-3",0,0
"NLE1",314.5767,292.3958
"NLGN1",10.3523,41.0436
"NLGN2",676.5737,943.6844
"NLGN3",28.7193,66.497
"NLGN4X",78.4772,358.2564
"NLGN4Y",1.0018,2.5453
"NLK",490.566,368.4378
"NLN",766.739,286.3506
"NLRC3",84.8222,121.2218
"NLRC4",35.3982,54.0885
"NLRC5",1243.2793,631.8804
"NLRP10",0.6679,0.6363
"NLRP11",0,0
"NLRP12",7.0129,13.363
"NLRP13",0,0.9545
"NLRP14",0.6679,0.6363
"NLRP1",155.2847,825.008
"NLRP2",1536.4836,364.938
"NLRP3",79.813,274.2603
"NLRP4",0.3339,0
"NLRP5",0,2.8635
"NLRP6",0.3339,5.4088
"NLRP7",29.3872,5.4088
"NLRP8",0,0.3182
"NLRP9",7.0129,2.8635
"NLRX1",405.076,503.9771
"NMBR",6.011,3.818
"NMB",185.6737,177.8556
"NMD3",2087.4937,1181.3554
"NME1-NME2",166.2348,64.1266
"NME1",2122.6415,686.1756
"NME2P1",58.1065,37.2256
"NME2",10128.8896,5107.4769
"NME3",568.7093,452.1158
"NME4",1629.9883,883.8689
"NME5",21.3725,57.5883
"NME6",214.0591,158.4473
"NME7",275.7222,185.078
"NMI",687.26,445.4343
"NMNAT1",407.0796,278.0783
"NMNAT2",1114.0424,221.7626
"NMNAT3",19.0349,177.2192
"NMRAL1",869.2603,492.2049
"NMS",0,0
"NMT1",3034.5634,2341.0754
"NMT2",880.2805,686.9233
"NMUR1",46.7524,56.6338
"NMUR2",0,2.8635
"NMU",115.5452,0
"NNAT",1.6697,76.042
"NNMT",1399.5659,3783.328
"NNT",1738.8546,859.37
"NOB1",1372.5163,1077.6328
"NOBOX",0,0
"NOC2L",2626.168,1463.0862
"NOC3L",538.9881,454.343
"NOC4L",229.7546,278.0783
"NOD1",205.3765,605.4725
"NOD2",332.9437,87.8142
"NODAL",1.6697,9.2269
"NOG",2.3376,6.9997
"NOL10",1083.6534,549.1569
"NOL11",1293.0372,841.8708
"NOL12",349.641,236.7165
"NOL3",288.529,309.5768
"NOL4",22.0404,5.727
"NOL6",817.8327,916.322
"NOL7",399.065,645.8797
"NOL8",623.4764,812.5994
"NOL9",210.0518,233.5348
"NOLC1",2619.803,2616.2902
"NOM1",338.2869,562.2017
"NOMO1",4723.3261,2118.6764
"NOMO2",1066.6221,772.1922
"NOMO3",980.7981,348.0751
"NONO",7046.9194,5515.7493
"NOP10",540.6579,647.4706
"NOP14",901.5695,839.6277
"NOP16",318.2501,223.3535
"NOP2",2298.8813,612.4722
"NOP56",2007.0129,1712.0585
"NOP58",2352.9805,1408.2087
"NOS1AP",31.3909,166.7197
"NOS1",34.0624,15.9084
"NOS2",35.4216,5.1352
"NOS3",356.8242,636.9233
"NOSIP",602.1039,675.7875
"NOSTRIN",40.4074,610.5632
"NOTCH1",1142.0938,2160.6745
"NOTCH2NL",838.5941,639.44
"NOTCH2",8318.918,5992.6822
"NOTCH3",2618.1332,4992.6822
"NOTCH4",173.9856,1792.2367
"NOTO",0,0
"NOTUM",293.8721,2.2272
"NOVA1",22.3744,853.9612
"NOVA2",11.0202,94.4957
"NOV",396.7273,851.734
"NOX1",2.0037,1.909
"NOX3",0,0
"NOX4",166.3049,252.6249
"NOX5",3.3395,6.707
"NOXA1",74.4699,119.3128
"NOXO1",6.345,11.454
"NPAS1",25.7138,6.6815
"NPAS2",471.1972,318.4855
"NPAS3",45.4166,182.6281
"NPAS4",0,19.4082
"NPAT",552.6799,550.1114
"NPBWR1",0,0
"NPBWR2",0,0
"NPB",15.6954,0.9545
"NPC1L1",11.3541,18.1355
"NPC1",1988.3453,996.7197
"NPC2",3500.7514,3249.7614
"NPDC1",626.4819,1584.4734
"NPEPL1",474.2027,605.7906
"NPEPPS",2258.4739,1904.5498
"NPFFR1",0.6679,0.9545
"NPFFR2",1.3358,6.0452
"NPFF",4.0073,14.3175
"NPHP1",82.4846,175.3102
"NPHP3",247.1197,818.3264
"NPHP4",350.3089,269.1696
"NPHS1",11.3541,0
"NPHS2",7.0129,0
"NPIPL3",168.0614,679.6755
"NPIP",717.5054,1205.272
"NPLOC4",3287.3602,1853.3248
"NPL",353.9823,177.5374
"NPM1",8148.9397,8007.3178
"NPM2",80.1469,34.3621
"NPM3",498.9147,288.896
"NPNT",393.0539,1013.9994
"NPPA",0.3339,0.9545
"NPPB",0.3339,0
"NPPC",0.3339,0.9545
"NPR1",84.4882,1369.7105
"NPR2",86.4919,488.0687
"NPR3",71.7983,89.7232
"NPRL2",265.1027,261.7499
"NPRL3",1744.1977,538.6573
"NPSR1",0,0
"NPS",0,0
"NPTN",2399.3989,2881.3236
"NPTX1",1.3358,40.4073
"NPTX2",96.8442,91.314
"NPTXR",815.1611,482.3417
"NPVF",0,0
"NPW",7.0129,0.3182
"NPY1R",161.9636,1167.6742
"NPY2R",0,381.1645
"NPY5R",0.3339,48.0433
"NPY6R",1.0018,0.3182
"NPY",246.1179,0
"NQO1",3535.1478,1247.5342
"NQO2",488.2284,461.6608
"NR0B1",0.6679,1.5908
"NR0B2",0.3339,0.3182
"NR1D1",379.0215,435.4566
"NR1D2",1733.1775,2130.1304
"NR1H2",1807.3134,1545.657
"NR1H3",313.5749,717.4769
"NR1H4",4.0073,2.5453
"NR1I2",10.6863,2.8635
"NR1I3",12.4428,10.4232
"NR2C1",156.6205,457.2065
"NR2C2AP",809.5842,314.7661
"NR2C2",996.1062,1152.3799
"NR2E1",2.6716,4.7725
"NR2E3",0.6679,3.818
"NR2F1",50.4258,364.3016
"NR2F2",1837.7025,1793.5094
"NR2F6",887.2934,539.6118
"NR3C1",946.4017,3049.6341
"NR3C2",183.6701,594.973
"NR4A1",1915.1778,40164.1744
"NR4A2",179.3288,4548.5205
"NR4A3",55.435,3271.7149
"NR5A1",3.6734,0.6363
"NR5A2",25.7138,370.9831
"NR6A1",7.6807,8.2724
"NRADDP",0.3339,1.909
"NRAP",1.7131,0.6363
"NRARP",263.1491,376.7101
"NRAS",2548.6726,1332.4849
"NRBF2",564.368,667.5151
"NRBP1",1837.7025,2034.3621
"NRBP2",1793.9556,1180.7191
"NRCAM",158.6241,62.679
"NRD1",4431.1237,2441.9345
"NRF1",345.6337,485.8416
"NRG1",4.0073,98.6319
"NRG2",45.0827,94.1775
"NRG3",4.0073,18.4537
"NRG4",0.6679,3.1817
"NRGN",24.378,84.3143
"NRIP1",913.0072,1660.1973
"NRIP2",28.7193,175.9465
"NRIP3",164.9691,95.132
"NRK",12.6899,54.4066
"NRL",16.4836,18.6478
"NRM",337.619,224.6262
"NRN1L",0.4141,2.2717
"NRN1",194.3563,1304.8043
"NRP1",1452.3293,4041.3618
"NRP2",4671.5645,949.7296
"NRSN1",3.0055,0
"NRSN2",412.0888,558.7019
"NRTN",75.1378,18.1355
"NRXN1",5.0092,58.2246
"NRXN2",24.378,219.5355
"NRXN3",5.0092,32.4531
"NSA2",1481.3825,2321.349
"NSD1",1542.8285,2023.5444
"NSDHL",549.0065,364.3016
"NSFL1C",1274.6702,1519.2491
"NSF",1529.1368,856.5065
"NSL1",530.6395,592.7458
"NSMAF",809.4841,684.0598
"NSMCE1",554.6836,750.2386
"NSMCE2",443.4797,243.398
"NSMCE4A",426.4485,616.9265
"NSUN2",2111.2039,1527.2033
"NSUN3",166.9728,125.0398
"NSUN4",617.1314,532.6122
"NSUN5P1",107.1965,97.3592
"NSUN5P2",281.3324,272.4976
"NSUN5",585.4066,341.3936
"NSUN6",327.9345,277.7601
"NSUN7",171.648,168.6287
"NT5C1A",0.6679,0
"NT5C1B",0.6679,2.2272
"NT5C2",1573.2176,1486.1597
"NT5C3L",780.4308,582.8826
"NT5C3",642.8452,437.7983
"NT5C",401.7365,226.5352
"NT5DC1",922.0237,739.4209
"NT5DC2",2100.8516,680.3913
"NT5DC3",390.7163,522.4308
"NT5E",785.106,1572.0649
"NT5M",95.8424,47.4069
"NTAN1",911.6714,678.9691
"NTF3",69.7946,37.5437
"NTF4",35.2279,61.279
"NTHL1",384.0374,214.763
"NTM",125.2296,229.0805
"NTN1",286.5253,678.3328
"NTN3",1.3358,1.5908
"NTN4",248.7894,5754.0566
"NTN5",14.3597,27.0442
"NTNG1",6.6789,6.0452
"NTNG2",10.3523,16.8629
"NTRK1",18.0331,3.4998
"NTRK2",779.7629,5674.5148
"NTRK3",173.6517,127.9033
"NTSR1",125.2296,6.3633
"NTSR2",0,0
"NTS",0.3339,74.7693
"NUAK1",278.1767,1605.7906
"NUAK2",70.7965,34.9984
"NUB1",1374.1326,1767.7983
"NUBP1",338.1499,408.3614
"NUBP2",797.462,558.7019
"NUBPL",231.0903,294.623
"NUCB1",6931.0402,5357.3019
"NUCB2",3896.6772,1572.9621
"NUCKS1",8024.712,8249.125
"NUDCD1",924.3613,580.0191
"NUDCD2",321.2556,371.9376
"NUDCD3",1065.2864,2021.9535
"NUDC",2306.2281,1745.1479
"NUDT10",20.7046,42.9526
"NUDT11",93.5048,62.0426
"NUDT12",257.1381,416.1629
"NUDT13",21.7933,26.3411
"NUDT14",279.8464,260.8972
"NUDT15",649.9917,412.5485
"NUDT16L1",374.353,218.2628
"NUDT16P1",12.022,46.4524
"NUDT16",454.166,769.965
"NUDT17",28.7193,31.4986
"NUDT18",156.2865,113.2676
"NUDT19",455.1678,326.4397
"NUDT1",219.4022,145.4025
"NUDT21",3615.9626,2524.3398
"NUDT22",343.7068,268.9469
"NUDT2",184.338,227.8078
"NUDT3",855.2346,407.5724
"NUDT4",461.1788,1186.1279
"NUDT5",1827.437,438.9819
"NUDT6",60.0768,56.0611
"NUDT7",117.2149,120.2673
"NUDT8",81.8167,43.2708
"NUDT9P1",1.3358,5.727
"NUDT9",774.7537,524.0216
"NUF2",427.4503,18.1355
"NUFIP1",278.5106,268.2151
"NUFIP2",3105.6938,2957.3656
"NUMA1",4515.7656,10557.5151
"NUMBL",764.7353,581.6099
"NUMB",1764.5684,1808.4633
"NUP107",1153.448,885.4598
"NUP133",1509.1,1299.3955
"NUP153",2033.3946,1606.7451
"NUP155",562.6983,474.0694
"NUP160",1775.2546,1308.6223
"NUP188",1038.2368,1251.034
"NUP205",2317.2483,1288.896
"NUP210L",1.6697,0.9545
"NUP210",857.2383,527.2033
"NUP214",1226.916,1500.4773
"NUP35",294.8739,315.622
"NUP37",282.8519,303.5317
"NUP43",566.0377,589.5641
"NUP50",1856.7374,1000
"NUP54",1457.3385,891.1868
"NUP62CL",10.3523,25.7716
"NUP62",2330.0017,1300.6713
"NUP85",952.0788,623.9262
"NUP88",881.7799,784.3875
"NUP93",1760.895,680.8781
"NUP98",2009.3505,2421.2536
"NUPL1",1203.8738,1281.8963
"NUPL2",419.4356,433.6621
"NUPR1",5594.2561,1658.6064
"NUS1",2382.3677,1572.7012
"NUSAP1",450.8265,83.9962
"NUTF2",2673.9022,1128.5396
"NVL",626.8158,379.8918
"NWD1",25.0459,67.4515
"NXF1",1078.3102,2224.9443
"NXF2B",0,0
"NXF2",0.3339,0
"NXF3",2.6716,2.5453
"NXF4",0,0
"NXF5",0,0
"NXNL1",0,0.9545
"NXNL2",3.3395,12.4085
"NXN",1022.8753,901.6863
"NXPH1",0,0.6363
"NXPH2",1.0018,1.2727
"NXPH3",114.5433,278.0783
"NXPH4",137.2516,8.2724
"NXT1",390.7163,396.4365
"NXT2",1042.912,343.9389
"NYNRIN",419.7696,1262.8062
"NYX",0,0
"OAF",564.0341,1333.4394
"OAS1",1043.9138,455.9338
"OAS2",2634.8305,665.6061
"OAS3",2544.6652,979.001
"OASL",413.7586,116.4493
"OAT",4920.02,4529.1123
"OAZ1",10503.9239,7484.5689
"OAZ2",1584.2378,2077.6328
"OAZ3",11.1104,23.6589
"OBFC1",388.0447,579.7009
"OBFC2A",416.4301,337.8937
"OBFC2B",1124.0608,434.6166
"OBP2A",9.6844,0
"OBP2B",35.0643,0.9545
"OBSCN",576.006,1031.1199
"OBSL1",1143.7636,2107.8587
"OC90",0,0
"OCA2",1.6697,53.7703
"OCEL1",203.7068,210.3086
"OCIAD1",2355.986,2223.9898
"OCIAD2",1761.8968,462.6153
"OCLM",3.0055,7.636
"OCLN",583.069,287.3051
"OCM2",0,0
"OCM",1.3358,0.6363
"OCRL",1247.6206,1058.861
"ODAM",68.7928,3.4998
"ODC1",2023.0422,1789.3732
"ODF1",0,0
"ODF2L",634.8305,660.8336
"ODF2",809.1501,865.097
"ODF3B",437.4687,212.5358
"ODF3L1",1.6697,98.6319
"ODF3L2",1.0018,2.8635
"ODF3",0,0.9545
"ODF4",0,0
"ODZ1",79.813,94.4957
"ODZ2",51.4276,453.7066
"ODZ3",200.0334,261.8517
"ODZ4",322.2575,140.9481
"OFD1",759.0583,1194.7184
"OGDHL",29.3872,0.9545
"OGDH",2051.0937,2075.7238
"OGFOD1",1174.8205,774.7375
"OGFOD2",221.84,195.7779
"OGFRL1",2516.9477,779.8282
"OGFR",744.5016,918.8578
"OGG1",333.9456,268.0592
"OGN",943.0623,4859.0519
"OGT",3000.8349,4170.2195
"OIP5",34.7804,8.7305
"OIT3",1.0018,0.3182
"OLA1",2673.9022,1298.1228
"OLAH",14.3597,16.2265
"OLFM1",10.3523,784.2825
"OLFM2",702.9554,222.7171
"OLFM3",0,0.3182
"OLFM4",13.0239,1023.8626
"OLFML1",174.6535,883.5507
"OLFML2A",669.8948,2609.9268
"OLFML2B",1853.3979,726.3761
"OLFML3",1732.5096,2036.2711
"OLIG1",1.3358,0
"OLIG2",0.3339,1.2727
"OLIG3",0,0
"OLR1",645.5168,383.0735
"OMA1",371.3475,338.5301
"OMD",905.3264,833.9166
"OMG",1.6697,1.909
"OMP",0,0.6363
"ONECUT1",1.0018,0
"ONECUT2",29.7212,7.636
"ONECUT3",0,0
"OOEP",0,0
"OPA1",2489.8981,1527.8396
"OPA3",660.2104,593.3821
"OPALIN",0,0
"OPCML",12.356,22.908
"OPHN1",531.3074,469.2969
"OPLAH",843.2126,215.0811
"OPN1LW",0,0
"OPN1MW",0,0
"OPN1SW",1.0018,1.2727
"OPN3",780.0033,298.2628
"OPN4",0,7.3178
"OPN5",0.3339,0
"OPRD1",5.3431,0
"OPRK1",120.5543,1.2727
"OPRL1",74.1359,84.6325
"OPRM1",0,0
"OPTC",0,0
"OPTN",6077.4754,2538.9755
"OR10A2",0,0
"OR10A3",0.3339,1.5908
"OR10A4",0,0
"OR10A5",0,0
"OR10A6",0,0
"OR10A7",0,0
"OR10AD1",2.3376,0.9545
"OR10AG1",0,0
"OR10C1",0,0
"OR10G2",0,0
"OR10G3",0,0
"OR10G4",0,0
"OR10G7",0,0
"OR10G8",0,0.3182
"OR10G9",0,0
"OR10H1",0,0
"OR10H2",0,0
"OR10H3",0,0
"OR10H4",0,0
"OR10H5",0,0
"OR10J1",0,0
"OR10J3",0,0
"OR10J5",0,0
"OR10K1",0,0
"OR10K2",0,0
"OR10P1",0,0
"OR10Q1",0,0.3182
"OR10R2",0,0
"OR10S1",0.3339,0
"OR10T2",0,0
"OR10V1",0,0
"OR10W1",0,0
"OR10X1",0,0
"OR10Z1",0,0
"OR11A1",0,0
"OR11G2",0,0
"OR11H12",0,0
"OR11H1",0,0
"OR11H4",0,0
"OR11H6",0,0
"OR11L1",0,0
"OR12D2",0,0
"OR12D3",0,0
"OR13A1",0,0.3182
"OR13C2",0,0
"OR13C3",0,0
"OR13C4",0,0
"OR13C5",0,0
"OR13C8",0,0
"OR13C9",0,0
"OR13D1",0,0
"OR13F1",0,0
"OR13G1",0,0
"OR13H1",0,0
"OR13J1",0.6679,0.9545
"OR14A16",0,0
"OR14C36",0,0
"OR14I1",0,0
"OR14J1",0,0
"OR1A1",0,0
"OR1A2",0,0
"OR1B1",0,0
"OR1C1",0,0
"OR1D2",0,0
"OR1D4",0,0
"OR1E1",0,0
"OR1E2",0,0
"OR1F1",0,0
"OR1F2P",0.3339,0
"OR1G1",0,0
"OR1I1",0,0
"OR1J1",0.6679,0.3182
"OR1J2",0,0.3404
"OR1J4",0.6679,0
"OR1K1",0,0
"OR1L1",0,0.3182
"OR1L3",0,0
"OR1L4",0,0
"OR1L6",0,0
"OR1L8",0.6679,2.2272
"OR1M1",0.3339,0
"OR1N1",0.3339,0
"OR1N2",0,0
"OR1Q1",0.6679,0.6363
"OR1S1",0,0
"OR1S2",0,0
"OR2A12",0,0
"OR2A14",0,0
"OR2A1",3.6734,7.9542
"OR2A25",0,1.5908
"OR2A2",0,0.3182
"OR2A4",36.0661,47.4069
"OR2A5",0,0
"OR2A7",264.4849,229.3987
"OR2A9P",155.6186,321.6672
"OR2AE1",0,0
"OR2AG1",0,0
"OR2AG2",0,0.6363
"OR2AK2",0,0
"OR2AT4",0,0
"OR2B11",0,0.3182
"OR2B2",0,0
"OR2B3",0,0
"OR2B6",1.3358,0
"OR2C1",0.3339,0
"OR2C3",0,0
"OR2D2",0,0
"OR2D3",0,0.3182
"OR2F1",0,0
"OR2F2",0,0
"OR2G2",0,0
"OR2G3",0,0
"OR2G6",0,0
"OR2H1",0,0
"OR2H2",1.6697,1.2727
"OR2J2",0,0
"OR2J3",0,0
"OR2K2",0,0
"OR2L13",0.3339,13.6812
"OR2L1P",0,1.5908
"OR2L2",0.3339,0.6363
"OR2L3",0,0.6363
"OR2L8",0,0.3182
"OR2M1P",0,0
"OR2M2",0,0
"OR2M3",0,0
"OR2M4",0,0
"OR2M5",0,0
"OR2M7",0,0
"OR2S2",1.3358,0.6363
"OR2T10",0.3339,0
"OR2T11",0,0
"OR2T12",0,0
"OR2T1",0,0
"OR2T27",0,0
"OR2T29",0,0
"OR2T2",0,0
"OR2T33",0.3339,0
"OR2T34",0,0
"OR2T35",0,0
"OR2T3",0,0
"OR2T4",0,0
"OR2T5",0,0
"OR2T6",0.3339,0
"OR2T8",4.0073,2.2272
"OR2V2",0,0
"OR2W1",0,0
"OR2W3",14.4699,2.2272
"OR2W5",0,0
"OR2Y1",0,0
"OR2Z1",0,0
"OR3A1",0,0
"OR3A2",0,0.6363
"OR3A3",0,0
"OR3A4",0,0
"OR4A15",0,0
"OR4A16",0,0
"OR4A47",0,0
"OR4A5",0,0
"OR4B1",0,0
"OR4C11",0,0
"OR4C12",0,0
"OR4C13",0,0
"OR4C15",0,0
"OR4C16",0,0
"OR4C3",0,0
"OR4C45",0,0
"OR4C46",0,0
"OR4C6",0,0
"OR4D10",0,0
"OR4D11",0,0
"OR4D1",0,0
"OR4D2",0,0
"OR4D5",0,0
"OR4D6",0,0.3182
"OR4D9",0,0
"OR4E2",0,0
"OR4F15",0,0
"OR4F17",0,0
"OR4F21",0,0
"OR4F29",0,2.2272
"OR4F4",0,0
"OR4F5",0,0
"OR4F6",0,0
"OR4K13",0,0
"OR4K14",0,0
"OR4K15",0,0
"OR4K17",0,0
"OR4K1",0,0
"OR4K2",0,0
"OR4K5",0,0
"OR4L1",0,0
"OR4M1",0,0
"OR4M2",0,0
"OR4N2",0,0
"OR4N3P",0,0
"OR4N4",0,0
"OR4N5",0,0
"OR4P4",0,0
"OR4Q3",0,0
"OR4S1",0,0
"OR4S2",0,0
"OR4X1",0,0
"OR4X2",0,0
"OR51A2",0,0
"OR51A4",0,0
"OR51A7",0,0
"OR51B2",0,0
"OR51B4",0,0
"OR51B5",0,0
"OR51B6",0,0
"OR51D1",0,0
"OR51E1",12.022,20.6809
"OR51E2",0.3339,6.6815
"OR51F1",0,0
"OR51F2",0,0
"OR51G1",0,0
"OR51G2",0,0
"OR51I1",0,0
"OR51I2",0,0
"OR51L1",0,0
"OR51M1",0,0
"OR51Q1",0,0
"OR51S1",0,0
"OR51T1",0,0
"OR51V1",0,0
"OR52A1",0,0
"OR52A4",0,0
"OR52A5",0,0
"OR52B2",0,0
"OR52B4",0,0.3182
"OR52B6",0,0
"OR52D1",0,0.3182
"OR52E2",0,0
"OR52E4",0,0.3182
"OR52E6",0,0
"OR52E8",0,0
"OR52H1",0,0
"OR52I1",0,0
"OR52I2",0,0.3182
"OR52J3",0,0
"OR52K1",0,0
"OR52K2",0,0
"OR52L1",0,0
"OR52M1",0,0
"OR52N1",0.3339,0
"OR52N2",0,0.3182
"OR52N4",0.3339,2.2272
"OR52N5",0,0
"OR52R1",0,0
"OR52W1",0.3339,0
"OR56A1",0,0
"OR56A3",0,0
"OR56A4",0,0
"OR56A5",0,0
"OR56B1",0,0.3182
"OR56B4",0.6679,0.6363
"OR5A1",0,0
"OR5A2",0,0
"OR5AC2",0,0
"OR5AK2",0,0
"OR5AN1",0,0
"OR5AP2",0,0
"OR5AR1",0,0
"OR5AS1",0,0
"OR5AU1",0.3339,0.6363
"OR5B12",0,0
"OR5B17",0,0
"OR5B21",0,0
"OR5B2",0,0
"OR5B3",0,0
"OR5C1",0,0
"OR5D13",0,0
"OR5D14",0,0
"OR5D16",0,0
"OR5D18",0,0
"OR5E1P",0,0
"OR5F1",0,0
"OR5H14",0,0
"OR5H15",0,0
"OR5H1",0,0
"OR5H2",0,0
"OR5H6",0,0
"OR5I1",0,0
"OR5J2",0,0
"OR5K1",0.3339,1.909
"OR5K2",0,1.2727
"OR5K3",0,0
"OR5K4",0,0
"OR5L1",0,0
"OR5L2",0,0
"OR5M10",0,0
"OR5M11",0,0
"OR5M1",0,0
"OR5M3",0,0
"OR5M8",0,0
"OR5M9",0,0
"OR5P2",0.6679,0
"OR5P3",0,0
"OR5R1",0,0
"OR5T1",0,0
"OR5T2",0,0
"OR5T3",0,0
"OR5V1",0,0
"OR5W2",0,0
"OR6A2",0,0.3182
"OR6B1",0,0
"OR6B2",0,0.3182
"OR6B3",0,0.3182
"OR6C1",0,0
"OR6C2",0,0
"OR6C3",0,0
"OR6C4",0,0
"OR6C65",0,0
"OR6C68",0,0
"OR6C6",0,0
"OR6C70",0,0.3182
"OR6C74",0,0
"OR6C75",0,0
"OR6C76",0,0
"OR6F1",0,0
"OR6K2",0,0
"OR6K3",0,0
"OR6K6",0,0
"OR6M1",0,0
"OR6N1",0,0
"OR6N2",0,0
"OR6P1",0,0
"OR6Q1",0,0
"OR6S1",0,0
"OR6T1",0,0
"OR6V1",0,0
"OR6W1P",0,0
"OR6X1",0,0
"OR6Y1",0,0
"OR7A10",0,0
"OR7A17",0,0
"OR7A5",6.011,4.7725
"OR7C1",1.3358,4.7725
"OR7C2",0,0
"OR7D2",0.6679,0.6363
"OR7D4",0,0
"OR7E156P",0,0.6363
"OR7E24",0,0
"OR7E37P",0.3339,0
"OR7E5P",0,0
"OR7E91P",3.6734,2.2272
"OR7G1",0,0
"OR7G2",0,0
"OR7G3",0,0
"OR8A1",0,0
"OR8B12",0,0
"OR8B2",0,0
"OR8B3",0,0
"OR8B4",0,0
"OR8B8",0,0
"OR8D1",0,0
"OR8D2",0,0
"OR8D4",0,0
"OR8G2",0,0
"OR8G5",0,0
"OR8H1",0,0
"OR8H2",0,0
"OR8H3",0,0
"OR8I2",0,0
"OR8J1",0,0
"OR8J3",0,0
"OR8K1",0,0
"OR8K3",0,0
"OR8K5",0,0
"OR8S1",0,0
"OR8U1",0,0
"OR9A2",0.6679,0
"OR9A4",0,0
"OR9G4",0,0
"OR9G9",0,0
"OR9I1",0,0
"OR9K2",0,0
"OR9Q1",0.3339,0
"OR9Q2",0,0
"ORAI1",565.7038,386.8915
"ORAI2",1001.9436,632.8381
"ORAI3",186.6756,403.4362
"ORAOV1",243.7803,214.1266
"ORC1L",196.36,25.4534
"ORC2L",501.9202,482.0235
"ORC3L",489.8981,529.4305
"ORC4L",740.3573,729.5577
"ORC5L",319.5859,218.2628
"ORC6L",257.472,19.4082
"ORM1",17.6991,0.4263
"ORM2",41.4093,0.8463
"ORMDL1",1278.6776,820.2354
"ORMDL2",1323.5498,455.4566
"ORMDL3",1182.8352,2214.763
"OS9",11464.3513,6859.37
"OSBP2",290.1987,116.7674
"OSBPL10",1132.0755,770.9195
"OSBPL11",414.7604,597.5183
"OSBPL1A",3626.3149,2053.7703
"OSBPL2",1303.0556,1181.9917
"OSBPL3",884.6218,332.1667
"OSBPL5",411.7549,700.2864
"OSBPL6",221.072,116.4493
"OSBPL7",121.2222,230.3532
"OSBPL8",1969.9449,2302.8953
"OSBPL9",1468.3587,2206.1724
"OSBP",2823.5098,2015.5902
"OSCAR",143.2626,56.952
"OSCP1",99.1818,199.4909
"OSGEPL1",198.0297,156.8565
"OSGEP",429.1201,406.2997
"OSGIN1",237.1014,97.041
"OSGIN2",2062.1139,672.6058
"OSMR",882.9521,1510.3404
"OSM",51.0937,132.0395
"OSR1",112.2057,797.0092
"OSR2",70.4625,633.4712
"OST4",3186.5053,1610.2386
"OSTBETA",0.6679,0
"OSTCL",6.011,2.8635
"OSTC",3023.5432,1276.8056
"OSTF1",788.7794,877.1874
"OSTM1",684.5884,1009.8632
"OSTN",0.3339,0.3182
"OSTalpha",10.3523,9.545
"OTC",0,1.5908
"OTOA",6.345,8.2724
"OTOF",56.7707,4.1362
"OTOL1",0,0
"OTOP1",0.6679,0
"OTOP2",0,0.3182
"OTOP3",0,0
"OTOR",0,0
"OTOS",9.3505,0
"OTP",0.6679,0
"OTUB1",1683.0857,1152.084
"OTUB2",123.8938,33.0894
"OTUD1",481.8835,655.7429
"OTUD3",386.709,674.1966
"OTUD4",1092.002,1671.6513
"OTUD5",1159.793,1312.1222
"OTUD6A",0,0
"OTUD6B",401.0686,345.2116
"OTUD7A",0.6679,32.1349
"OTUD7B",1059.2753,975.8193
"OTX1",143.5966,3.818
"OTX2",0,0.6363
"OVCA2",299.1351,335.9975
"OVCH1",0,1.5908
"OVCH2",0,13.6812
"OVGP1",51.0937,46.4524
"OVOL1",67.1231,245.9434
"OVOL2",117.8828,109.4496
"OXA1L",1678.4104,1568.5651
"OXCT1",1981.299,655.4248
"OXCT2",5.0092,4.1362
"OXER1",35.7322,27.9987
"OXGR1",10.0184,207.7633
"OXNAD1",180.6646,199.1728
"OXR1",1410.5861,1467.3878
"OXSM",233.094,141.5845
"OXSR1",1134.0791,1340.7572
"OXTR",278.5106,2812.2813
"OXT",0.3339,0.6363
"P2RX1",2.6716,16.8629
"P2RX2",9.0165,10.1814
"P2RX3",0,0
"P2RX4",774.7537,393.2549
"P2RX5",56.7407,46.0038
"P2RX6P",0,0
"P2RX6",3.6734,25.4534
"P2RX7",353.3144,128.5396
"P2RY10",12.356,29.2714
"P2RY11",163.4931,91.3936
"P2RY12",8.3486,155.902
"P2RY13",80.1469,227.8078
"P2RY14",24.0441,176.901
"P2RY1",28.3854,11.454
"P2RY2",31.0569,71.5877
"P2RY4",1.3358,4.4543
"P2RY6",68.4588,38.1801
"P2RY8",46.0845,72.224
"P4HA1",1170.1453,942.7299
"P4HA2",2184.338,846.3252
"P4HA3",78.8112,45.4979
"P4HB",34676.2398,10235.1257
"P4HTM",229.7546,496.3411
